timestamp,bid1,bvol1,ask1,avol1,bid2,bvol2,ask2,avol2,bid3,bvol3,ask3,avol3,bid4,bvol4,ask4,avol4,bid5,bvol5,ask5,avol5
1525402896,158.48,53.47144546,158.49,94.21643924,158.48,53.47144546,158.49,94.21643924,158.48,53.47144546,158.49,94.21643924,158.48,53.47144546,158.49,94.21643924,158.48,53.47144546,158.49,94.21643924
1525402897,158.48,103.47208546,158.49,44.08643924,158.48,103.47208546,158.49,44.08643924,158.48,103.47208546,158.49,44.08643924,158.48,103.47208546,158.49,44.08643924,158.48,103.47208546,158.49,44.08643924
1525402898,158.48,103.47208546,158.49,47.65077981,158.48,103.47208546,158.49,47.65077981,158.48,103.47208546,158.49,47.65077981,158.48,103.47208546,158.49,47.65077981,158.48,103.47208546,158.49,47.65077981
1525402900,158.48,103.47208546,158.49,47.65077981,158.48,103.47208546,158.49,47.65077981,158.48,103.47208546,158.49,47.65077981,158.48,103.47208546,158.49,47.65077981,158.48,103.47208546,158.49,47.65077981
1525402901,158.48,53.47208546,158.49,97.95069981,158.48,53.47208546,158.49,97.95069981,158.48,53.47208546,158.49,97.95069981,158.48,53.47208546,158.49,97.95069981,158.48,53.47208546,158.49,97.95069981
1525402902,158.48,46.49610937,158.49,97.95069981,158.48,46.49610937,158.49,97.95069981,158.48,46.49610937,158.49,97.95069981,158.48,46.49610937,158.49,97.95069981,158.48,46.49610937,158.49,97.95069981
1525402903,158.48,46.49610937,158.49,97.95069981,158.48,46.49610937,158.49,97.95069981,158.48,46.49610937,158.49,97.95069981,158.48,46.49610937,158.49,97.95069981,158.48,46.49610937,158.49,97.95069981
1525402904,158.48,46.49610937,158.49,97.95069981,158.48,46.49610937,158.49,97.95069981,158.48,46.49610937,158.49,97.95069981,158.48,46.49610937,158.49,97.95069981,158.48,46.49610937,158.49,97.95069981
1525402906,158.48,96.49601937,158.49,46.37809981,158.48,96.49601937,158.49,46.37809981,158.48,96.49601937,158.49,46.37809981,158.48,96.49601937,158.49,46.37809981,158.48,96.49601937,158.49,46.37809981
1525402907,158.48,96.49601937,158.49,46.37809981,158.48,96.49601937,158.49,46.37809981,158.48,96.49601937,158.49,46.37809981,158.48,96.49601937,158.49,46.37809981,158.48,96.49601937,158.49,46.37809981
1525402908,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981
1525402909,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981
1525402910,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981
1525402912,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981
1525402913,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981
1525402914,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981
1525402915,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981
1525402916,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981,158.48,46.49601937,158.49,96.67799981
1525402917,158.48,46.49601937,158.49,96.54799981,158.48,46.49601937,158.49,96.54799981,158.48,46.49601937,158.49,96.54799981,158.48,46.49601937,158.49,96.54799981,158.48,46.49601937,158.49,96.54799981
1525402919,158.48,46.49601937,158.49,96.43799981,158.48,46.49601937,158.49,96.43799981,158.48,46.49601937,158.49,96.43799981,158.48,46.49601937,158.49,96.43799981,158.48,46.49601937,158.49,96.43799981
1525402920,158.48,46.49601937,158.49,96.32799981,158.48,46.49601937,158.49,96.32799981,158.48,46.49601937,158.49,96.32799981,158.48,46.49601937,158.49,96.32799981,158.48,46.49601937,158.49,96.32799981
1525402921,158.48,46.49601937,158.49,96.22799981,158.48,46.49601937,158.49,96.22799981,158.48,46.49601937,158.49,96.22799981,158.48,46.49601937,158.49,96.22799981,158.48,46.49601937,158.49,96.22799981
1525402922,158.48,46.49601937,158.49,96.12799981,158.48,46.49601937,158.49,96.12799981,158.48,46.49601937,158.49,96.12799981,158.48,46.49601937,158.49,96.12799981,158.48,46.49601937,158.49,96.12799981
1525402923,158.48,39.20072407,158.49,96.12799981,158.48,39.20072407,158.49,96.12799981,158.48,39.20072407,158.49,96.12799981,158.48,39.20072407,158.49,96.12799981,158.48,39.20072407,158.49,96.12799981
1525402924,158.48,39.20072407,158.49,96.12799981,158.48,39.20072407,158.49,96.12799981,158.48,39.20072407,158.49,96.12799981,158.48,39.20072407,158.49,96.12799981,158.48,39.20072407,158.49,96.12799981
1525402926,158.48,39.20072407,158.49,96.12799981,158.48,39.20072407,158.49,96.12799981,158.48,39.20072407,158.49,96.12799981,158.48,39.20072407,158.49,96.12799981,158.48,39.20072407,158.49,96.12799981
1525402927,158.48,39.20072407,158.49,96.17799981,158.48,39.20072407,158.49,96.17799981,158.48,39.20072407,158.49,96.17799981,158.48,39.20072407,158.49,96.17799981,158.48,39.20072407,158.49,96.17799981
1525402928,158.48,79.20072407,158.49,61.50210882,158.48,79.20072407,158.49,61.50210882,158.48,79.20072407,158.49,61.50210882,158.48,79.20072407,158.49,61.50210882,158.48,79.20072407,158.49,61.50210882
1525402929,158.48,241.80091407,158.49,11.63210882,158.48,241.80091407,158.49,11.63210882,158.48,241.80091407,158.49,11.63210882,158.48,241.80091407,158.49,11.63210882,158.48,241.80091407,158.49,11.63210882
1525402932,158.48,241.70030407,158.49,11.63210882,158.48,241.70030407,158.49,11.63210882,158.48,241.70030407,158.49,11.63210882,158.48,241.70030407,158.49,11.63210882,158.48,241.70030407,158.49,11.63210882
1525402933,158.48,131.70030407,158.49,11.61210882,158.48,131.70030407,158.49,11.61210882,158.48,131.70030407,158.49,11.61210882,158.48,131.70030407,158.49,11.61210882,158.48,131.70030407,158.49,11.61210882
1525402934,158.48,131.70030407,158.49,11.33210882,158.48,131.70030407,158.49,11.33210882,158.48,131.70030407,158.49,11.33210882,158.48,131.70030407,158.49,11.33210882,158.48,131.70030407,158.49,11.33210882
1525402935,158.48,131.70030407,158.49,11.07210882,158.48,131.70030407,158.49,11.07210882,158.48,131.70030407,158.49,11.07210882,158.48,131.70030407,158.49,11.07210882,158.48,131.70030407,158.49,11.07210882
1525402936,158.48,131.70030407,158.49,11.61210882,158.48,131.70030407,158.49,11.61210882,158.48,131.70030407,158.49,11.61210882,158.48,131.70030407,158.49,11.61210882,158.48,131.70030407,158.49,11.61210882
1525402937,158.48,131.70030407,158.49,11.37210882,158.48,131.70030407,158.49,11.37210882,158.48,131.70030407,158.49,11.37210882,158.48,131.70030407,158.49,11.37210882,158.48,131.70030407,158.49,11.37210882
1525402939,158.48,91.70030407,158.49,11.37210882,158.48,91.70030407,158.49,11.37210882,158.48,91.70030407,158.49,11.37210882,158.48,91.70030407,158.49,11.37210882,158.48,91.70030407,158.49,11.37210882
1525402940,158.48,131.70030407,158.49,11.37210882,158.48,131.70030407,158.49,11.37210882,158.48,131.70030407,158.49,11.37210882,158.48,131.70030407,158.49,11.37210882,158.48,131.70030407,158.49,11.37210882
1525402941,158.48,131.70049407,158.49,11.37210882,158.48,131.70049407,158.49,11.37210882,158.48,131.70049407,158.49,11.37210882,158.48,131.70049407,158.49,11.37210882,158.48,131.70049407,158.49,11.37210882
1525402942,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882
1525402943,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882
1525402945,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882
1525402946,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882
1525402947,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882
1525402948,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882
1525402950,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882,158.48,131.70049407,158.49,11.62210882
1525402952,158.49,124.528301,158.5,0.89924882,158.49,124.528301,158.5,0.89924882,158.49,124.528301,158.5,0.89924882,158.49,124.528301,158.5,0.89924882,158.49,124.528301,158.5,0.89924882
1525402953,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882
1525402954,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882
1525402955,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882
1525402956,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882
1525402958,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882,158.49,214.528301,158.5,0.89924882
1525402959,158.49,214.528301,158.5,0.69924882,158.49,214.528301,158.5,0.69924882,158.49,214.528301,158.5,0.69924882,158.49,214.528301,158.5,0.69924882,158.49,214.528301,158.5,0.69924882
1525402960,158.49,214.528301,158.5,0.69924882,158.49,214.528301,158.5,0.69924882,158.49,214.528301,158.5,0.69924882,158.49,214.528301,158.5,0.69924882,158.49,214.528301,158.5,0.69924882
1525402961,158.49,214.628301,158.5,0.69924882,158.49,214.628301,158.5,0.69924882,158.49,214.628301,158.5,0.69924882,158.49,214.628301,158.5,0.69924882,158.49,214.628301,158.5,0.69924882
1525402962,158.49,214.628301,158.5,0.25754882,158.49,214.628301,158.5,0.25754882,158.49,214.628301,158.5,0.25754882,158.49,214.628301,158.5,0.25754882,158.49,214.628301,158.5,0.25754882
1525402964,158.59,98.2829,158.6,7.32,158.59,98.2829,158.6,7.32,158.59,98.2829,158.6,7.32,158.59,98.2829,158.6,7.32,158.59,98.2829,158.6,7.32
1525402965,158.59,100.7829,158.6,7.42029,158.59,100.7829,158.6,7.42029,158.59,100.7829,158.6,7.42029,158.59,100.7829,158.6,7.42029,158.59,100.7829,158.6,7.42029
1525402966,158.59,100.7829,158.6,7.42029,158.59,100.7829,158.6,7.42029,158.59,100.7829,158.6,7.42029,158.59,100.7829,158.6,7.42029,158.59,100.7829,158.6,7.42029
1525402967,158.59,98.2829,158.6,8.17296351,158.59,98.2829,158.6,8.17296351,158.59,98.2829,158.6,8.17296351,158.59,98.2829,158.6,8.17296351,158.59,98.2829,158.6,8.17296351
1525402968,158.59,17.2349,158.6,58.37324351,158.59,17.2349,158.6,58.37324351,158.59,17.2349,158.6,58.37324351,158.59,17.2349,158.6,58.37324351,158.59,17.2349,158.6,58.37324351
1525402970,158.59,17.2349,158.6,58.59324351,158.59,17.2349,158.6,58.59324351,158.59,17.2349,158.6,58.59324351,158.59,17.2349,158.6,58.59324351,158.59,17.2349,158.6,58.59324351
1525402971,158.51,44,158.52,50.2,158.51,44,158.52,50.2,158.51,44,158.52,50.2,158.51,44,158.52,50.2,158.51,44,158.52,50.2
1525402972,158.51,4,158.52,50.47,158.51,4,158.52,50.47,158.51,4,158.52,50.47,158.51,4,158.52,50.47,158.51,4,158.52,50.47
1525402973,158.51,4,158.52,50.33,158.51,4,158.52,50.33,158.51,4,158.52,50.33,158.51,4,158.52,50.33,158.51,4,158.52,50.33
1525402974,158.51,4,158.52,48.6729,158.51,4,158.52,48.6729,158.51,4,158.52,48.6729,158.51,4,158.52,48.6729,158.51,4,158.52,48.6729
1525402976,158.51,32.952,158.52,48.6729,158.51,32.952,158.52,48.6729,158.51,32.952,158.52,48.6729,158.51,32.952,158.52,48.6729,158.51,32.952,158.52,48.6729
1525402977,158.51,4,158.52,48.6729,158.51,4,158.52,48.6729,158.51,4,158.52,48.6729,158.51,4,158.52,48.6729,158.51,4,158.52,48.6729
1525402978,158.51,4,158.52,48.6729,158.51,4,158.52,48.6729,158.51,4,158.52,48.6729,158.51,4,158.52,48.6729,158.51,4,158.52,48.6729
1525402979,158.5,6.12550918,158.51,50,158.5,6.12550918,158.51,50,158.5,6.12550918,158.51,50,158.5,6.12550918,158.51,50,158.5,6.12550918,158.51,50
1525402980,158.5,6.12550918,158.51,50,158.5,6.12550918,158.51,50,158.5,6.12550918,158.51,50,158.5,6.12550918,158.51,50,158.5,6.12550918,158.51,50
1525402981,158.5,6.12550918,158.51,50,158.5,6.12550918,158.51,50,158.5,6.12550918,158.51,50,158.5,6.12550918,158.51,50,158.5,6.12550918,158.51,50
1525402983,158.5,0.10057,158.51,90.2,158.5,0.10057,158.51,90.2,158.5,0.10057,158.51,90.2,158.5,0.10057,158.51,90.2,158.5,0.10057,158.51,90.2
1525402984,158.5,0.21057,158.51,149.7,158.5,0.21057,158.51,149.7,158.5,0.21057,158.51,149.7,158.5,0.21057,158.51,149.7,158.5,0.21057,158.51,149.7
1525402985,158.5,0.21057,158.51,149.7,158.5,0.21057,158.51,149.7,158.5,0.21057,158.51,149.7,158.5,0.21057,158.51,149.7,158.5,0.21057,158.51,149.7
1525402986,158.5,0.21057,158.51,149.0475,158.5,0.21057,158.51,149.0475,158.5,0.21057,158.51,149.0475,158.5,0.21057,158.51,149.0475,158.5,0.21057,158.51,149.0475
1525402987,158.5,0.21057,158.51,179.0475,158.5,0.21057,158.51,179.0475,158.5,0.21057,158.51,179.0475,158.5,0.21057,158.51,179.0475,158.5,0.21057,158.51,179.0475
1525402989,158.5,0.21057,158.51,49.0475,158.5,0.21057,158.51,49.0475,158.5,0.21057,158.51,49.0475,158.5,0.21057,158.51,49.0475,158.5,0.21057,158.51,49.0475
1525402990,158.5,0.21057,158.51,79.2483,158.5,0.21057,158.51,79.2483,158.5,0.21057,158.51,79.2483,158.5,0.21057,158.51,79.2483,158.5,0.21057,158.51,79.2483
1525402991,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767
1525402992,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767
1525402993,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767
1525402995,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767,158.5,0.60151518,158.51,49.14767
1525402996,158.5,0.60151518,158.51,49.03589883,158.5,0.60151518,158.51,49.03589883,158.5,0.60151518,158.51,49.03589883,158.5,0.60151518,158.51,49.03589883,158.5,0.60151518,158.51,49.03589883
1525402997,158.5,0.60151518,158.51,49.03589883,158.5,0.60151518,158.51,49.03589883,158.5,0.60151518,158.51,49.03589883,158.5,0.60151518,158.51,49.03589883,158.5,0.60151518,158.51,49.03589883
1525402998,158.5,0.60151518,158.51,49.31589883,158.5,0.60151518,158.51,49.31589883,158.5,0.60151518,158.51,49.31589883,158.5,0.60151518,158.51,49.31589883,158.5,0.60151518,158.51,49.31589883
1525402999,158.5,49.55379518,158.51,50.20014,158.5,49.55379518,158.51,50.20014,158.5,49.55379518,158.51,50.20014,158.5,49.55379518,158.51,50.20014,158.5,49.55379518,158.51,50.20014
1525403000,158.5,9.55379518,158.51,63.09317134,158.5,9.55379518,158.51,63.09317134,158.5,9.55379518,158.51,63.09317134,158.5,9.55379518,158.51,63.09317134,158.5,9.55379518,158.51,63.09317134
1525403002,158.5,9.55379518,158.51,63.09317134,158.5,9.55379518,158.51,63.09317134,158.5,9.55379518,158.51,63.09317134,158.5,9.55379518,158.51,63.09317134,158.5,9.55379518,158.51,63.09317134
1525403003,158.5,9.55379518,158.51,63.09317134,158.5,9.55379518,158.51,63.09317134,158.5,9.55379518,158.51,63.09317134,158.5,9.55379518,158.51,63.09317134,158.5,9.55379518,158.51,63.09317134
1525403004,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134
1525403005,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134
1525403006,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134
1525403008,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134,158.5,9.55379518,158.51,63.29317134
